name,carbs,fats,proteins
SNACKS.M&M MARS.KUDOS WHL GRAIN BARS.CHOC CHIP,72.31,13.02,4.47
SNACKS.M&M MARS.KUDOS WHL GRAIN BARS.PNUT BUTTER,64.69,20.78,5.88
SNACKS.NUTRI-GRAIN FRUIT & NUT BAR,66.72,10.93,9.38
SNACKS.PEAS.RSTD.WASABI-FLAVORED,62.2,14.11,14.11
SNACKS.PITA CHIPS.SALTED,68.26,15.2,11.79
SNACKS.PLANTAIN CHIPS.SALTED,63.84,29.59,2.28
SNACKS.POPCORN.AIR-POPPED (UNSALTED),77.9,4.2,12
SNACKS.POPCORN.HOME-PREPARED.OIL-POPPED.UNSALTED,58.1,28.1,9
SNACKS.POPCORN.MICROWAVE.REG (BUTTER) FLAVOR. W/PARHYD OIL,55.16,34.02,7.5
SNACKS.POPCORN.OIL-POPPED.MICROWAVE.REG FLAVOR.NO TRANS FAT,45.06,43.55,7.29
SNACKS.POPCORN.OIL-POPPED.WHITE POPCORN.SALT ADDED,57.2,28.1,9
SNACKS.POTATO CHIPS.FAT-FREE.MADE W/OLESTRA,65,0.7,7.74
SNACKS.POTATO CHIPS.FRM DRIED POTATOES.FAT-FREE.W/ OLESTRA,56,0.93,5.06
SNACKS.POTATO CHIPS.LIGHTLY SALTED,53.54,35.39,6.72
SNACKS.POTATO CHIPS.RED FAT,66.9,20.8,7.1
SNACKS.POTATO STKS,53.3,34.4,6.7
SNACKS.PRETZELS.GLUTEN- FREE MADE W/ CORNSTARCH & POTATO FLR,78.62,6.67,3.52
SNACKS.PRETZELS.HARD.PLN.MADE W/ ENR FLR.UNSALTED,79.2,3.5,9.1
SNACKS.PRETZELS.HARD.WHOLE-WHEAT INCL BOTH SALTED & UNSALTED,81.3,2.6,11.1
SNACKS.RICE CAKES.BROWN RICE.CORN,81.2,3.2,8.4
SNACKS.RICE CRACKER BROWN RICE.PLN,81.5,2.8,8.2
SNACKS.SHRIMP CRACKER,59.09,17.86,7.14
SNACKS.SOY CHIPS OR CRISPS.SALTED,53.15,7.35,26.5
SNACKS.SUNKIST.SUNKIST FRUIT ROLL.STRAWBERRY.W/VITMNS A.C.&E,82.7,1,0.6
SNACKS.SWT POTATO CHIPS.UNSALTED,56.82,32.35,2.94
SNACKS.TORTILLA CHIPS.LOFAT.MADE W/OLESTRA.NACHO CHS,65.22,3.53,8.44
SNACKS.TORTILLA CHIPS.LT (BAKED W/ LESS OIL),73.4,15.2,8.7
SNACKS.TORTILLA CHIPS.NACHO-FLAVOR.MADE W/ENR MASA FLR,62.4,25.6,7.8
SNACKS.TORTILLA CHIPS.NACHO-FLAVOR.RED FAT,71.6,15.2,8.7
SNACKS.TORTILLA CHIPS.RANCH-FLAVOR,62.74,24.63,7.19
SNACKS.TORTILLA CHIPS.UNSALTED.WHITE CORN,65.32,23.36,7.79
SNACKS.VEG CHIPS.HAIN CELESTIAL GROUP.TERRA CHIPS,57.97,29.81,4.13
SNACKS.VEG CHIPS.MADE FROM GARDEN VEG,60.43,23.3,5.32
SNACKS.YUCCA (CASSAVA) CHIPS.SALTED,69.23,25.91,1.34
SNAIL.RAW,2,1.4,16.1
SNAPPER.MIXED SPECIES.RAW,0,1.34,20.51
SNAPPER.MXD SP.CKD.DRY HEAT,0,1.72,26.3
SORGHUM FLR.REFINED.UNENR,76.85,1.24,9.53
SORGHUM FLR.WHOLE-GRAIN,76.64,3.34,8.43
SORGHUM GRAIN,72.09,3.46,10.62
SOUP.BEAN W/ FRANKFURTERS.CND.COND,16.75,5.31,7.6
SOUP.BEAN W/ FRANKFURTERS.CND.PREP W/ EQ VOLUME H2O,8.8,2.79,3.99
SOUP.BEAN W/ HAM.CND.CHUNKY.RTS,11.16,3.5,5.19
SOUP.BEAN W/ PORK.CND.COND,16.97,4.42,5.88
SOUP.BEAN W/ PORK.CND.PREP W/ EQ VOLUME H2O,8.31,2.16,2.88
SOUP.BEAN W/BACON.COND.SINGLE BRAND,18,2.1,6.5
SOUP.BEAN&HAM.CND.RED NA.PREP W/H2O OR RTS,13.66,1.03,4.19
SOUP.BEEF BROTH.CUBED.DRY,16.1,4,17.3
SOUP.BF & MUSHROOM.LO NA.CHUNK STYLE,9.58,2.3,4.3
SOUP.BF & VEG.CND.RTS,6.16,1.16,3.18
SOUP.BF & VEG.RED NA.CND.RTS,4.99,0.95,3.26
SOUP.BF BARLEY.READY TO SERVE,7.94,0.96,2.81
SOUP.BF BROTH BOUILLON & CONSOMME.CND.COND,0.32,0,2.52
SOUP.BF BROTH OR BOUILLON CND.RTS,0.04,0.22,1.14
SOUP.BF BROTH OR BOUILLON.PDR.DRY,17.4,8.89,15.97
SOUP.BF BROTH OR BOUILLON.PDR.PREP W/H2O,0.25,0.08,0.21
SOUP.BF BROTH.BOUILLON.CONSOMME.PREP W/ EQ VOLUME H2O,0.73,0,2.22
SOUP.BF BROTH.CUBED.PREP W/H2O,0.25,0.08,0.21
SOUP.BF BROTH.LESS/REDUCED NA.READY TO SERVE,0.2,0.07,1.14
SOUP.BF MUSHROOM.CND.COND,5.2,2.4,4.6
SOUP.BF MUSHROOM.CND.PREP W/ EQ VOLUME H2O,2.6,1.23,2.37
SOUP.BF NOODLE.CND.COND,7.16,2.46,3.85
SOUP.BF NOODLE.CND.PREP W/ EQ VOLUME H2O,3.58,1.23,1.93
SOUP.BF STROGANOFF.CND.CHUNKY STYLE.RTS,9,4.6,5.1
SOUP.BF W/VEG&BARLEY.CND.COND.SINGLE BRAND,8.2,1.4,3.9
SOUP.BLACK BEAN.CND.COND,15.42,1.32,4.83
SOUP.BLACK BEAN.CND.PREP W/ EQ VOLUME H2O,7.71,0.66,2.42
SOUP.BOUILLON CUBES&GRANULES.LO NA.DRY,64.88,13.89,16.7
SOUP.BROCCOLI CHS.CND.COND.COMM,7.7,5.3,2.1
SOUP.CHICK & VEG.CND.RTS,4.68,0.73,1.97
SOUP.CHICK BROTH CUBES.DRY,23.5,4.7,14.6
SOUP.CHICK BROTH CUBES.DRY.PREP W/ H2O,0.62,0.12,0.39
SOUP.CHICK BROTH OR BOUILLON.DRY,18.01,13.88,16.66
SOUP.CHICK BROTH OR BOUILLON.DRY.PREP W/ H2O,0.3,0.23,0.28
SOUP.CHICK BROTH.CND.COND,0.75,1.04,4.42
SOUP.CHICK BROTH.CND.PREP W/ EQ VOLUME H2O,0.38,0.57,2.02
SOUP.CHICK BROTH.LESS/REDUCED NA.READY TO SERVE,0.38,0,1.36
SOUP.CHICK BROTH.LO NA.CND,1.2,0.6,2
SOUP.CHICK BROTH.RTS,0.44,0.21,0.64
SOUP.CHICK CORN CHOWDER.CHUNKY.RTS.SINGLE BRAND,7.5,6.3,3.1
SOUP.CHICK GUMBO.CND.COND,6.67,1.14,2.1
SOUP.CHICK GUMBO.CND.PREP W/ EQ VOLUME H2O,3.43,0.59,1.08
SOUP.CHICK MUSHROOM CHOWDER.CHUNKY.RTS.SINGLE BRAND,7.1,4.4,3
SOUP.CHICK MUSHROOM.CND.COND,11.95,4.84,1.61
SOUP.CHICK MUSHROOM.CND.PREP W/ EQ VOLUME H2O,3.8,3.75,1.8
SOUP.CHICK NOODLE.CND.COND,6.07,1.55,2.37
SOUP.CHICK NOODLE.CND.PREP W/ EQ VOLUME H2O,2.97,0.76,1.16
SOUP.CHICK NOODLE.DRY.MIX,62.32,6.51,15.42
SOUP.CHICK NOODLE.DRY.MIX.PREP W/ H2O,3.67,0.55,0.84
SOUP.CHICK NOODLE.LO NA.CND.PREP W/ EQ VOLUME H2O,2.95,0.95,1.27
SOUP.CHICK NOODLE.RED NA.CND.RTS,3.84,1.34,3.29
SOUP.CHICK RICE.CND.CHUNKY.RTS,5.41,1.33,5.11
SOUP.CHICK VEG W/POTATO&CHS.CHUNKY.RTS,5.2,4.46,1.16
SOUP.CHICK VEG.CHUNKY.RED FAT.RED NA.RTS.SINGLE BRAND,6.3,0.5,2.7
SOUP.CHICK VEG.CND.COND,7.01,2.32,2.94
SOUP.CHICK W/ RICE.CND.COND,11.57,1.56,1.84
SOUP.CHICK W/ RICE.CND.PREP W/ EQ VOLUME H2O,2.92,0.78,1.45
SOUP.CHICK W/STAR-SHAPED PASTA.CND.COND.SINGLE BRAND,7.1,1.4,2.3
SOUP.CHICK.CND.CHUNKY.RTS,6.88,2.64,5.06
SOUP.CHILI BF.CND.COND,18.86,2.53,5.09
SOUP.CHILI BF.CND.PREP W/ EQ VOLUME H2O,9.23,1.24,2.49
SOUP.CHS.CND.COND,11.3,3.92,0.8
SOUP.CHS.CND.PREP W/ EQ VOLUME H2O,4.26,4.24,2.19
SOUP.CHS.CND.PREP W/ EQ VOLUME MILK,6.47,5.8,3.77
SOUP.CHUNKY BF.CND.RTS,10.08,1.11,3.97
SOUP.CHUNKY CHICK NOODLE.CND.RTS,4.46,1.16,3.09
SOUP.CHUNKY VEG.CND.RTS,7.9,0.36,1.14
SOUP.CHUNKY VEG.RED NA.CND.RTS,10.28,0.51,1.16
SOUP.CLAM CHOWDER.MANHATTAN STYLE.CND.CHUNKY.RTS,7.84,1.41,3.02
SOUP.CLAM CHOWDER.MANHATTAN.CND.COND,9.74,1.76,1.74
SOUP.CLAM CHOWDER.MANHATTAN.CND.PREP W/EQ VOLUME H2O,4.77,0.86,0.85
SOUP.CLAM CHOWDER.NEW ENG.CND.PREP W/ EQ VLM LOFAT (2%) MILK,7.46,2.02,3.24
SOUP.CLAM CHOWDER.NEW ENGLAND.CND.COND,10.32,2.06,3.17
SOUP.CLAM CHOWDER.NEW ENGLAND.CND.PREP W/ EQ VOLUME H2O,5.05,1.01,1.55
SOUP.CLAM CHOWDER.NEW ENGLAND.CND.RTS,8.28,3.94,2.61
SOUP.CLAM CHOWDER.NEW ENGLAND.RED NA.CND.RTS,5.68,4.23,2.33
SOUP.CRM OF ASPARAGUS.CND.COND,8.52,3.26,1.82
SOUP.CRM OF ASPARAGUS.CND.PREP W/ EQ VOLUME H2O,4.38,1.68,0.94
SOUP.CRM OF ASPARAGUS.CND.PREP W/ EQ VOLUME MILK,6.61,3.3,2.55
SOUP.CRM OF CELERY.CND.COND,7.03,4.46,1.32
SOUP.CRM OF CELERY.CND.PREP W/ EQ VOLUME H2O,3.62,2.29,0.68
SOUP.CRM OF CELERY.CND.PREP W/ EQ VOLUME MILK,5.86,3.91,2.29
SOUP.CRM OF CHICK.CND.COND,7.16,5.77,2.38
SOUP.CRM OF CHICK.CND.COND.RED NA,9.5,1.3,1.8
SOUP.CRM OF CHICK.CND.COND.SINGLE BRAND,7.7,6.5,2.4
SOUP.CRM OF CHICK.CND.PREP W/ EQ VOLUME H2O,3.8,3.02,1.41
SOUP.CRM OF CHICK.CND.PREP W/ EQ VOLUME MILK,6.04,4.62,3.01
SOUP.CRM OF CHICK.DRY.MIX.PREP W/ H2O,5.11,2.04,0.68
SOUP.CRM OF MUSHROOM.CND.COND,6.8,5.3,1.35
SOUP.CRM OF MUSHROOM.CND.COND.RED NA,8.1,1.69,1.21
SOUP.CRM OF MUSHROOM.CND.PREP W/ EQ VOLUME H2O,3.33,2.59,0.66
SOUP.CRM OF MUSHROOM.CND.PREP W/ EQ VOLUME LOFAT (2%) MILK,5.76,3.58,2.36
SOUP.CRM OF MUSHROOM.LO NA.RTS.CND,4.53,3.7,1
SOUP.CRM OF ONION.CND.COND,10.4,4.2,2.2
SOUP.CRM OF ONION.CND.PREP W/ EQ VOLUME H2O,5.2,2.16,1.13
SOUP.CRM OF ONION.CND.PREP W/ EQ VOLUME MILK,7.4,3.78,2.74
SOUP.CRM OF POTATO.CND.COND,12.79,1.88,1.51
SOUP.CRM OF POTATO.CND.PREP W/ EQ VOLUME H2O,4.7,0.97,0.72
SOUP.CRM OF POTATO.CND.PREP W/ EQ VOLUME MILK,6.92,2.6,2.33
SOUP.CRM OF SHRIMP.CND.COND,6.53,4.14,2.22
SOUP.CRM OF SHRIMP.CND.PREP W/ EQ VOLUME H2O,3.27,2.07,1.11
SOUP.CRM OF SHRIMP.CND.PREP W/ EQ VOLUME LOFAT (2%) MILK,5.64,3.23,2.78
SOUP.CRM OF VEG.DRY.PDR,52.1,24.1,8
SOUP.EGG DROP.CHINESE RESTAURANT,4.29,0.61,1.16
SOUP.FISH.HOMEMADE (ALASKA NATIVE),5.6,2.2,7.4
SOUP.HEALTHY CHOIC CHICK & RICE SOUP.CND,5.71,0.55,2.53
SOUP.HEALTHY CHOIC CHICK NOODLE SOUP.CND,5.2,0.63,3.69
SOUP.HEALTHY CHOIC GARDEN VEG SOUP.CND,10.04,0.21,2.13
SOUP.HOT & SOUR.CHINESE RESTAURANT,4.35,1.21,2.58
SOUP.LENTIL W/HAM.CND.RTS,8.16,1.12,3.74
SOUP.MINESTRONE.CND.CHUNKY.RTS,8.64,1.17,2.13
SOUP.MINESTRONE.CND.COND,9.17,2.05,3.48
SOUP.MINESTRONE.CND.PREP W/ EQ VOLUME H2O,4.66,1.04,1.77
SOUP.MINESTRONE.CND.RED NA.RTS,9,0.8,2
SOUP.MUSHROOM BARLEY.CND.COND,9.6,1.8,1.5
SOUP.MUSHROOM BARLEY.CND.PREP W/ EQ VOLUME H2O,4.8,0.93,0.77
SOUP.MUSHROOM W/ BF STOCK.CND.COND,7.41,3.21,2.51
SOUP.MUSHROOM W/ BF STOCK.CND.PREP W/ EQ VOLUME H2O,3.81,1.65,1.29
SOUP.ONION.CND.COND,6.68,1.42,3.06
SOUP.ONION.DRY.MIX,65.07,0.34,7.48
SOUP.ONION.DRY.MIX.PREP W/ H2O,2.77,0.01,0.32
SOUP.OYSTER STEW.CND.COND,3.32,3.13,1.72
SOUP.OYSTER STEW.CND.PREP W/ EQ VOLUME H2O,1.69,1.59,0.87
SOUP.OYSTER STEW.CND.PREP W/ EQ VOLUME MILK,3.99,3.24,2.51
SOUP.PEA.GRN.CND.COND,20.18,2.23,6.54
SOUP.PEA.GRN.CND.PREP W/ EQ VOLUME H2O,9.88,1.09,3.2
SOUP.PEA.GRN.CND.PREP W/ EQ VOLUME MILK,12.69,2.77,4.97
SOUP.PEA.LO NA.PREP W/ EQ VOLUME H2O,9.88,1.09,3.2
SOUP.PEA.SPLIT W/ HAM.CND.COND,20.81,3.28,7.68
SOUP.PEA.SPLIT W/ HAM.CND.PREP W/ EQ VOLUME H2O,11.05,1.74,4.08
SOUP.PEA.SPLIT W/HAM.CND.CHUNKY.RTS,11.17,1.66,4.62
SOUP.POTATO HAM CHOWDER.CHUNKY.RTS.SINGLE BRAND,5.6,5.2,2.7
SOUP.PROGRESSO.BF BARLEY.TRADITIONAL.READY TO SERVE,6.69,1,2.71
SOUP.RAMEN NOODLE.ANY FLAVOR.DRY,60.26,17.59,10.17
SOUP.RAMEN NOODLE.BF FLAVOR.DRY,60.34,17.73,10.06
SOUP.RAMEN NOODLE.CHICK FLAVOR.DRY,60.23,17.52,10.22
SOUP.RAMEN NOODLE.DRY.ANY FLAVOR.RED FAT.RED NA,70.95,2.5,10.89
SOUP.SHARK FIN.REST-PREP,3.8,2,3.2
SOUP.SIRLOIN BURGER W/VEG.RTS.SINGLE BRAND,6.8,3.7,4.2
SOUP.SPLIT PEA W/ HAM.CHUNKY.RED FAT.RED NA.RTS.SINGLE BRAND,11.3,1.1,5.2
SOUP.SPLIT PEA W/HAM&BACON.CND.COND.SINGLE BRAND,21.2,2.3,8.6
SOUP.STOCK.BEEF.HOME-PREPARED,1.2,0.09,1.97
SOUP.STOCK.CHICK.HOME-PREPARED,3.53,1.2,2.52
SOUP.STOCK.FISH.HOME-PREPARED,0,0.81,2.26
SOUP.SWANSON CHICK BROTH 99% FAT FREE,0.14,0.17,0.54
SOUP.SWANSON.BF BROTH.LOWER NA,0.21,0.08,1.2
SOUP.SWANSON.VEG BROTH,1.02,0.07,0.23
SOUP.TOMATO BF W/ NOODLE.CND.COND,16.87,3.42,3.55
SOUP.TOMATO BF W/ NOODLE.CND.PREP W/ EQ VOLUME H2O,8.44,1.71,1.78
SOUP.TOMATO BISQUE.CND.COND,18.47,1.95,1.76
SOUP.TOMATO BISQUE.CND.PREP W/ EQ VOLUME H2O,9.6,1.02,0.92
SOUP.TOMATO BISQUE.CND.PREP W/ EQ VOLUME MILK,11.73,2.63,2.51
SOUP.TOMATO RICE.CND.COND,17.08,2.12,1.64
SOUP.TOMATO RICE.CND.PREP W/ EQ VOLUME H2O,8.54,1.06,0.82
SOUP.TOMATO.CND.COND,15.22,0.44,1.46
SOUP.TOMATO.CND.COND.RED NA,13.41,0.56,1.61
SOUP.TOMATO.CND.PREP W/ EQ VOLUME LOFAT (2%) MILK,9.82,1.24,2.42
SOUP.TOMATO.CND.PREP W/EQ VOLUME H2O.COMM,7.45,0.21,0.71
SOUP.TOMATO.DRY.MIX.PREP W/ H2O,7.17,0.61,0.93
SOUP.TOMATO.LO NA.W/H2O,6.57,0.28,0.79
SOUP.TURKEY NOODLE.CND.PREP W/ EQ VOLUME H2O,3.54,0.82,1.6
SOUP.TURKEY VEG.CND.PREP W/ EQ VOLUME H2O,3.58,1.26,1.28
SOUP.TURKEY.CHUNKY.CND.RTS,5.96,1.87,4.33
SOUP.VEG BF.CND.COND,8.11,1.51,4.45
SOUP.VEG BF.CND.COND.SINGLE BRAND,7.7,0.8,3.8
SOUP.VEG BF.CND.PREP W/ EQ VOLUME H2O,4.06,0.76,2.23
SOUP.VEG BF.MICROWAVABLE.RTS.SINGLE BRAND,3.3,0.7,6.2
SOUP.VEG BROTH.READY TO SERVE,0.93,0.07,0.24
SOUP.VEG CHICK.CND.PREP W/ H2O.LO NA,8.76,2,5.1
SOUP.VEG SOUP.COND.LO NA.PREP W/ EQ VOLUME H2O,6.06,0.45,1.1
SOUP.VEG W/ BF BROTH.CND.COND,10.7,1.56,2.42
SOUP.VEG W/ BF BROTH.CND.PREP W/ EQ VOLUME H2O,5.35,0.78,1.21
SOUP.VEG.CND.LO NA.COND,12.11,0.9,2.2
SOUP.VEGETARIAN VEG.CND.COND,9.78,1.58,1.72
SOUP.VEGETARIAN VEG.CND.PREP W/ EQ VOLUME H2O,4.89,0.79,0.86
SOUP.WONTON.CHINESE RESTAURANT,5.25,0.26,2.08
SOUR CREAM.FAT FREE,15.6,0,3.1
SOUR CREAM.LIGHT,7.1,10.6,3.5
SOUR CREAM.REDUCED FAT,7,14.1,7
SOUR CRM.IMITN.CULTURED,6.63,19.52,2.4
SOUR DRSNG.NON-BUTTERFAT.CULTURED.FILLED CREAM-TYPE,4.68,16.57,3.25
SOURDOCK.YOUNG LEAVES (ALASKA NATIVE),6.5,0.7,2.3
SOURSOP.RAW,16.84,0.3,1
SOY FLOUR.DEFATTED,33.92,1.22,51.46
SOY FLOUR.FULL-FAT.RAW,31.92,20.65,37.81
SOY FLOUR.LOW-FAT,30.63,8.9,49.81
SOY FLR.FULL-FAT.RSTD,30.38,21.86,38.09
SOY MEAL.DEFATTED.RAW,35.89,2.39,49.2
SOY PROT CONC.PRODUCED BY ACID WASH,25.41,0.46,63.63
SOY PROT CONC.PRODUCED BY ALCOHOL EXTRACTION,25.41,0.46,63.63
SOY PROT ISOLATE.K TYPE,2.59,0.53,88.32
SOY PROTEIN ISOLATE,0,3.39,88.32
SOY SAU MADE FROM HYDROLYZED VEG PROT,7.84,0.51,7
SOY SAU MADE FROM SOY (TAMARI),5.57,0.1,10.51
SOY SAU MADE FROM SOY&WHEAT (SHOYU),4.93,0.57,8.14
SOY SAU MADE FROM SOY&WHEAT (SHOYU).LO NA,5.59,0.3,9.05
SOY SAU.RED NA.MADE FROM HYDROLYZED VEG PROT,14.44,0.31,8.19
SOYBEAN.CURD CHEESE,6.9,8.1,12.5
SOYBEANS.GREEN.RAW,11.05,6.8,12.95
SOYBEANS.GRN.CKD.BLD.DRND.W/SALT,11.05,6.4,12.35
SOYBEANS.GRN.CKD.BLD.DRND.WO/SALT,11.05,6.4,12.35
SOYBEANS.MATURE CKD.BLD.WO/SALT,8.36,8.97,18.21
SOYBEANS.MATURE SEEDS.CKD.BLD.W/SALT,8.36,8.97,18.21
SOYBEANS.MATURE SEEDS.DRY RSTD,28.98,21.62,43.32
SOYBEANS.MATURE SEEDS.RAW,30.16,19.94,36.49
SOYBEANS.MATURE SEEDS.RSTD.SALTED,30.22,25.4,38.55
SOYBEANS.MATURE SEEDS.RSTED.NO SALT ADDED,30.22,25.4,38.55
SOYBEANS.MATURE SEEDS.SPROUTED.CKD.STIR-FRIED,9.4,7.1,13.1
SOYBEANS.MATURE SEEDS.SPROUTED.CKD.STIR-FRIED.W/SALT,9.4,7.1,13.1
SOYBEANS.MATURE SEEDS.SPROUTED.CKD.STMD,6.53,4.45,8.47
SOYBEANS.MATURE SEEDS.SPROUTED.CKD.STMD.W/SALT,6.53,4.45,8.47
SOYBEANS.MATURE SEEDS.SPROUTED.RAW,9.57,6.7,13.09
SOYMILK (ALL FLAVORS).ENHANCED,3.45,1.99,2.94
SOYMILK (ALL FLAVORS).LOWFAT.W/ ADDED CA.VITAMINS A & D,7.2,0.62,1.65
SOYMILK (ALL FLAVORS).NONFAT.W/ ADDED CA.VITAMINS A & D,4.14,0.04,2.47
SOYMILK (ALL FLAVORS).UNSWTND.W/ ADDED CA.VITAMINS A & D,1.74,1.61,2.86
SOYMILK.CHOC & OTHER FLAVORS.LT.W/ ADDED CA.VITAMINS A & D,8.24,0.64,2.1
SOYMILK.CHOC.NONFAT.W/ ADDED CA.VITAMINS A & D,8.51,0.04,2.47
SOYMILK.CHOC.UNFORTIFIED,9.95,1.53,2.26
SOYMILK.CHOC.W/ ADDED CA.VITAMINS A & D,9.95,1.53,2.26
SOYMILK.ORIGINAL & VANILLA.LT.UNSWTND.W/ ADDED CA.VIT A & D,3.85,0.85,2.62
SOYMILK.ORIGINAL & VANILLA.LT.W/ ADDED CA.VITAMINS A & D,3.51,0.77,2.38
SOYMILK.ORIGINAL & VANILLA.UNFORTIFIED,6.28,1.75,3.27
SOYMILK.ORIGINAL & VANILLA.W/ ADDED CA.VITAMINS A & D,4.92,1.47,2.6
SPAGHETTI W/ MEAT SAU.FRZ ENTREE,15.24,1.01,5.05
SPAGHETTI.PROTEIN-FORTIFIED.CKD.ENR (N X 6.25),30.88,0.21,8.86
SPAGHETTI.PROTEIN-FORTIFIED.DRY.ENR (N X 6.25),65.65,2.23,21.78
SPAGHETTI.SPINACH.COOKED,26.15,0.63,4.58
SPAGHETTI.SPINACH.DRY,74.81,1.57,13.35
SPAGHETTI.W/ MEATBALLS IN TOMATO SAU.CND,11.45,4.11,4.37
SPAGHETTIOS.SPAGHETTIOS W/ MEATBALLS,12.7,2.78,4.37
SPAGHETTIOS.SPAGHETTIOS W/ SLICED FRANKS,12.7,2.38,3.57
SPANISH RICE MIX.DRY MIX.PREP (WITH CANOLA/VEGETABLE OIL BLE,22.74,2.38,3.27
SPANISH RICE MIX.DRY MIX.UNPREP,76.45,1.62,10.62
SPEARMINT.DRIED,52.04,6.03,19.93
SPEARMINT.FRESH,8.41,0.73,3.29
SPELT.CKD,26.44,0.85,5.5
SPELT.UNCKD,70.19,2.43,14.57
SPICES.BASIL.DRIED,47.75,4.07,22.98
SPICES.BAY LEAF,74.97,8.36,7.61
SPICES.CARDAMOM,68.47,6.7,10.76
SPICES.MUSTARD SD.GROUND,28.09,36.24,26.08
SPICES.OREGANO.DRIED,68.92,4.28,9
SPICES.TARRAGON.DRIED,50.22,7.24,22.77
SPICES.THYME.DRIED,63.94,7.43,9.11
SPINACH SOUFFLE,5.9,12.95,7.89
SPINACH.CKD.BLD.DRND.W/SALT,3.75,0.26,2.97
SPINACH.CKD.BLD.DRND.WO/ SALT,3.75,0.26,2.97
SPINACH.CND.NO SALT.SOL&LIQUIDS,2.92,0.37,2.11
SPINACH.CND.REG PK.DRND SOL,3.4,0.5,2.81
SPINACH.CND.REG PK.SOL&LIQUIDS,2.92,0.37,2.11
SPINACH.FRZ.CHOPD OR LEAF.CKD.BLD.DRND.W/SALT,4.8,0.87,4.01
SPINACH.FRZ.CHOPD OR LEAF.CKD.BLD.DRND.WO/SALT,4.8,0.87,4.01
SPINACH.FRZ.CHOPD OR LEAF.UNPREP,4.21,0.57,3.63
SPINACH.RAW,3.63,0.39,2.86
SPINY LOBSTER.MXD SP.CKD.MOIST HEAT,3.12,1.94,26.41
SPINY LOBSTER.MXD SP.RAW,2.43,1.51,20.6
SPLIT PEA SOUP.CND.RED NA.PREP W/ H2O OR READY-TO SERVE,11.83,0.92,3.85
SPLIT PEA W/ HAM SOUP.CND.RED NA.PREP W/ H2O OR RTS,11.4,0.7,4
SPOT.COOKED.DRY HEAT,0,6.28,23.73
SPOT.RAW,0,4.9,18.51
SQUAB.(PIGEON).LT MEAT WO/SKN.RAW,0,4.52,21.76
SQUAB.(PIGEON).MEAT ONLY.RAW,0,7.5,17.5
SQUAB.(PIGEON).MEAT&SKN.RAW,0,23.8,18.47
SQUASH.INDIAN.CKD.BLD (NAVAJO),3.22,0.15,0.31
SQUASH.INDIAN.RAW (NAVAJO),5.64,0.2,0.52
SQUASH.SMMR.ALL VAR.CKD.BLD.DRND.W/SALT,4.31,0.31,0.91
SQUASH.SMMR.ALL VAR.CKD.BLD.DRND.WO/SALT,4.31,0.31,0.91
SQUASH.SMMR.ALL VAR.RAW,3.35,0.18,1.21
SQUASH.SMMR.CROOKNECK & STRAIGHTNECK.CKD.BLD.DRND.WO/ SALT,3.79,0.39,1.04
SQUASH.SMMR.CROOKNECK&STRAIGHTNECK.CKD.BLD.DRND.W/SALT,3.79,0.39,1.04
SQUASH.SMMR.CROOKNECK&STRAIGHTNECK.CND.DRND.SOLID.WO/SALT,2.96,0.07,0.61
SQUASH.SMMR.CROOKNECK&STRAIGHTNECK.FRZ.CKD.BLD.DRND.W/SALT,5.54,0.2,1.28
SQUASH.SMMR.CROOKNECK&STRAIGHTNECK.FRZ.CKD.BLD.DRND.WO/SALT,5.54,0.2,1.28
SQUASH.SMMR.CROOKNECK&STRAIGHTNECK.FRZ.UNPREP,4.8,0.14,0.83
SQUASH.SMMR.CROOKNECK&STRAIGHTNECK.RAW,3.88,0.27,1.01
SQUASH.SMMR.SCALLOP.CKD.BLD.DRND.W/SALT,3.3,0.17,1.03
SQUASH.SMMR.SCALLOP.CKD.BLD.DRND.WO/SALT,3.3,0.17,1.03
SQUASH.SMMR.ZUCCHINI.INCL SKN.CKD.BLD.DRND.W/SALT,2.69,0.36,1.14
SQUASH.SMMR.ZUCCHINI.INCL SKN.CKD.BLD.DRND.WO/SALT,2.69,0.36,1.14
SQUASH.SMMR.ZUCCHINI.INCL SKN.FRZ.CKD.BLD.DRND.W/SALT,2.97,0.13,1.15
SQUASH.SMMR.ZUCCHINI.INCL SKN.FRZ.CKD.BLD.DRND.WO/SALT,3.56,0.13,1.15
SQUASH.SMMR.ZUCCHINI.INCL SKN.FRZ.UNPREP,3.58,0.13,1.16
SQUASH.SMMR.ZUCCHINI.INCL SKN.RAW,3.11,0.32,1.21
SQUASH.SMMR.ZUCCHINI.ITALIAN STYLE.CND,6.85,0.11,1.03
SQUASH.SUMMER.SCALLOP.RAW,3.84,0.2,1.2
SQUASH.WINTER.ACORN.RAW,10.42,0.1,0.8
SQUASH.WINTER.HUBBARD.RAW,8.7,0.5,2
SQUASH.WNTR.ACORN.CKD.BKD.W/SALT,14.58,0.14,1.12
SQUASH.WNTR.ACORN.CKD.BKD.WO/SALT,14.58,0.14,1.12
SQUASH.WNTR.ACORN.CKD.BLD.MSHD.W/SALT,8.79,0.08,0.67
SQUASH.WNTR.ACORN.CKD.BLD.MSHD.WO/SALT,8.79,0.08,0.67
SQUASH.WNTR.ALL VAR.CKD.BKD.W/SALT,8.85,0.35,0.89
SQUASH.WNTR.ALL VAR.CKD.BKD.WO/SALT,8.85,0.35,0.89
