name,carbs,fats,proteins
SALAD DRSNG.BLUE OR ROQUEFORT CHS DRSNG.LT,13.2,2.7,2.1
SALAD DRSNG.BLUE OR ROQUEFORT CHS.LO CAL,2.9,7.2,5.1
SALAD DRSNG.BTTRMLK.LITE,21.33,12.42,1.25
SALAD DRSNG.CAESAR DRSNG.REG,3.3,57.85,2.17
SALAD DRSNG.CAESAR.FAT-FREE,30.73,0.23,1.47
SALAD DRSNG.CAESAR.LO CAL,18.6,4.4,0.3
SALAD DRSNG.COLESLAW DRSNG.RED FAT,40,20,0
SALAD DRSNG.FRENCH DRSNG.COMM.REG,15.58,44.81,0.77
SALAD DRSNG.FRENCH DRSNG.COMM.REG.WO/ SALT,15.58,44.81,0.77
SALAD DRSNG.FRENCH DRSNG.FAT-FREE,32.14,0.27,0.2
SALAD DRSNG.FRENCH DRSNG.RED CAL,27,13,0.4
SALAD DRSNG.FRENCH DRSNG.RED FAT,31.22,11.52,0.58
SALAD DRSNG.FRENCH DRSNG.RED FAT.WO/ SALT,29.28,13.46,0.58
SALAD DRSNG.FRENCH.CTTNSD.OIL.HOME RECIPE,3.4,70.2,0.1
SALAD DRSNG.FRENCH.HOME RECIPE,3.4,70.2,0.1
SALAD DRSNG.GRN GODDESS.REG,7.36,43.33,1.9
SALAD DRSNG.HOME RECIPE.VINEGAR&OIL,2.5,50.1,0
SALAD DRSNG.HONEY MUSTARD DRSNG.RED CAL,28.26,10,0.98
SALAD DRSNG.HONEY MUSTARD.REG,23.33,40.83,0.87
SALAD DRSNG.ITALIAN DRSNG.COMM.RED FAT,9.99,6.68,0.39
SALAD DRSNG.ITALIAN DRSNG.COMM.REG,12.12,21.12,0.41
SALAD DRSNG.ITALIAN DRSNG.COMM.REG.WO/ SALT,10.43,28.37,0.38
SALAD DRSNG.ITALIAN DRSNG.FAT-FREE,8.75,0.87,0.97
SALAD DRSNG.ITALIAN DRSNG.RED CAL,6.7,20,0.3
SALAD DRSNG.ITALIAN DRSNG.RED FAT.WO/ SALT,4.57,6.38,0.47
SALAD DRSNG.KRAFT MAYO FAT FREE MAYO DRSNG,15.8,0,0.2
SALAD DRSNG.KRAFT MAYO LT MAYO,8.5,32.9,0.6
SALAD DRSNG.KRAFT MIRACLE WHIP FREE NONFAT DRSNG,15.5,2.7,0.2
SALAD DRSNG.MAYO & MAYONNAISE-TYPE.LO CAL,23.9,19,0.9
SALAD DRSNG.MAYO TYPE.REG.W/SALT,14.78,21.6,0.65
SALAD DRSNG.MAYO.IMITN.MILK CRM,11.1,5.1,2.1
SALAD DRSNG.MAYO.IMITN.SOYBN,16,19.2,0.3
SALAD DRSNG.MAYO.IMITN.SOYBN WO/CHOL,15.8,47.7,0.1
SALAD DRSNG.MAYO.LT,9.23,22.22,0.37
SALAD DRSNG.MAYO.LT.SMART BALANCE.OMEGA PLUS LT,9.39,34.18,1.53
SALAD DRSNG.MAYO.REG,0.57,74.85,0.96
SALAD DRSNG.MAYO.SOYBN OIL.WO/SALT,2.7,79.4,1.1
SALAD DRSNG.MAYO.SOYBN&SAFFLOWER OIL.W/SALT,2.7,79.4,1.1
SALAD DRSNG.MAYONNAISE-LIKE.FAT-FREE,15.5,2.7,0.2
SALAD DRSNG.MAYONNAISE-TYPE.LT,16.4,10,0.65
SALAD DRSNG.PEPPERCORN DRSNG.COMM.REG,3.5,61.4,1.2
SALAD DRSNG.POPPYSEED.CREAMY,23.73,33.33,0.92
SALAD DRSNG.RANCH DRSNG.FAT-FREE,26.51,1.92,0.25
SALAD DRSNG.RANCH DRSNG.RED FAT,21.33,12.42,1.25
SALAD DRSNG.RANCH DRSNG.REG,5.9,44.54,1.32
SALAD DRSNG.RUSSIAN DRSNG,31.9,26.18,0.69
SALAD DRSNG.RUSSIAN DRSNG.LO CAL,27.6,4,0.5
SALAD DRSNG.SESAME SD DRSNG.REG,8.6,45.2,3.1
SALAD DRSNG.SPRAY-STYLE DRSNG.ASSORTED FLAVORS,16.6,10.75,0.16
SALAD DRSNG.SWT&SOUR,3.7,0,0.1
SALAMI  CKD  BF,1.9,22.2,12.6
SALAMI  ITALIAN  PORK,1.2,37,21.7
SALAMI  ITALIAN  PORK & BF  DRY  SLICED  50% LESS NA,6.4,26.4,21.8
SALAMI  PORK  BF  LESS NA,15.38,30.5,15.01
SALAMI.CKD.BF&PORK,2.4,25.9,21.85
SALAMI.COOKED.TURKEY,1.55,9.21,19.2
SALAMI.DRY OR HARD.PORK,1.6,33.72,22.58
SALAMI.DRY OR HARD.PORK.BF,0.72,31.65,21.07
SALISBURY STEAK W/ GRAVY.FRZ,6.78,10.47,6.98
SALMON.ATLANTIC.FARMED.CKD.DRY HEAT,0,12.35,22.1
SALMON.ATLANTIC.FARMED.RAW,0,13.42,20.42
SALMON.ATLANTIC.WILD.CKD.DRY HEAT,0,8.13,25.44
SALMON.ATLANTIC.WILD.RAW,0,6.34,19.84
SALMON.CHINOOK.CKD.DRY HEAT,0,13.38,25.72
SALMON.CHINOOK.RAW,0,10.43,19.93
SALMON.CHINOOK.SMOKED,0,4.32,18.28
SALMON.CHINOOK.SMOKED.(LOX).REG,0,4.32,18.28
SALMON.CHUM.CKD.DRY HEAT,0,4.83,25.82
SALMON.CHUM.CND.WO/SALT.DRND SOL W/BONE,0,5.5,21.43
SALMON.CHUM.DRND SOL W/BONE,0,5.5,21.43
SALMON.CHUM.RAW,0,3.77,20.14
SALMON.COHO.FARMED.CKD.DRY HEAT,0,8.23,24.3
SALMON.COHO.FARMED.RAW,0,7.67,21.27
SALMON.COHO.WILD.CKD.DRY HEAT,0,4.3,23.45
SALMON.COHO.WILD.CKD.MOIST HEAT,0,7.5,27.36
SALMON.COHO.WILD.RAW,0,5.93,21.62
SALMON.PINK.CKD.DRY HEAT,0,5.28,24.58
SALMON.PINK.CND.WO/SALT.SOL W/BONE&LIQ,0,6.05,19.78
SALMON.PINK.RAW,0,4.4,20.5
SALMON.RED (SOCKEYE).FILETS W/ SKN.SMOKED (ALASKA NATIVE),0,11.43,60.62
SALMON.SOCKEYE.CND.DRND SOL.WO/ SKN & BONES,0,5.87,26.33
SALMON.SOCKEYE.CND.TOTAL CAN CONTENTS,0,7.17,20.63
SALMON.SOCKEYE.CND.WO/SALT.DRND SOL W/BONE,0,7.31,20.47
SALMONBERRIES.RAW (ALASKA NATIVE),10.05,0.33,0.85
SALSIFY.(VEG OYSTER).RAW,18.6,0.2,3.3
SALSIFY.CKD.BLD.DRND.W/SALT,15.36,0.17,2.73
SALSIFY.CKD.BLD.DRND.WO/SALT,15.36,0.17,2.73
SALT.TABLE,0,0,0
SANDWICH SPRD.W/CHOPD PICKLE.REG.UNSPEC OILS,22.4,34,0.9
SANDWICH SPREAD.MEATLESS,9,9,8
SANDWICH SPREAD.PORK.BEEF,11.94,17.34,7.66
SAPODILLA.RAW,19.96,1.1,0.44
SAPOTE.MAMEY.RAW,32.1,0.46,1.45
SARDINE.ATLANTIC.CND IN OIL.DRND SOL W/BONE,0,11.45,24.62
SARDINE.PACIFIC.CND IN TOMATO SAU.DRND SOL W/BONE,0.54,10.45,20.86
SAUCE.ALFREDO MIX.DRY,36.52,36.35,15.32
SAUCE.BARBECUE,40.77,0.63,0.82
SAUCE.BARBECUE.BULL'S-EYE.ORIGINAL,39.95,0.67,0.91
SAUCE.BARBECUE.KC MASTERPIECE.ORIGINAL,37.92,0.52,1
SAUCE.BARBECUE.KRAFT.ORIGINAL,40.77,0.62,0.74
SAUCE.BARBECUE.OPEN PIT.ORIGINAL,29.45,1.41,0.44
SAUCE.BARBECUE.SWT BABY RAY'S.ORIGINAL,46.08,0.43,0.95
SAUCE.CHILI.PEPPERS.HOT.IMMAT GRN.CND,5,0.1,0.7
SAUCE.CHS SAU MIX.DRY,60.52,18.33,7.68
SAUCE.CHS.RTS,6.83,13.29,6.71
SAUCE.COCKTAIL.RTS,28.22,1.05,1.36
SAUCE.DUCK.RTS,60.61,0.13,0.36
SAUCE.ENCHILADA.RED.MILD.READY TO SERVE,4.87,0.91,0.62
SAUCE.FISH.READY-TO-SERVE,3.64,0.01,5.06
SAUCE.HOISIN.RTS,44.08,3.39,3.31
SAUCE.HOMEMADE.WHITE.MED,9.17,10.63,3.84
SAUCE.HOMEMADE.WHITE.THICK,11.61,13.83,3.99
SAUCE.HOMEMADE.WHITE.THIN,7.4,6.73,3.77
SAUCE.HORSERADISH,10.05,50.89,1.09
SAUCE.HOT CHILE.SRIRACHA,19.16,0.93,1.93
SAUCE.HOT CHILE.SRIRACHA.CHA! BY TEXAS PETE,22.73,0.98,2.02
SAUCE.HOT CHILE.SRIRACHA.TUONG OT SRIRACHA,15.87,0.9,1.86
SAUCE.OLD EL PASO.ENCHILADA.RED.MILD.READY TO SERVE,5.04,0.67,0.59
SAUCE.OYSTER.RTS,10.92,0.25,1.35
SAUCE.PASTA.SPAGHETTI/MARINARA.RTS,7.43,1.61,1.39
SAUCE.PASTA.SPAGHETTI/MARINARA.RTS.LO NA,8.06,1.48,1.41
SAUCE.PEPPERS.HOT.CHILI.MATURE RED.CND,3.9,0.6,0.9
SAUCE.PESTO.BUITONI.PESTO W/ BASIL.RTS.REFR,10.09,37.6,9.83
SAUCE.PESTO.CLASSICO.BASIL PESTO.RTS,6.93,36.38,4.16
SAUCE.PESTO.MEZZETTA.NAPA VALLEY BISTRO.BASIL PESTO.RTS,5.12,49.88,6.69
SAUCE.PESTO.RTS.REFR,10.09,37.6,9.83
SAUCE.PESTO.RTS.SHELF STABLE,6.14,42.42,5
SAUCE.PIZZA.CND.RTS,8.66,1.15,2.18
SAUCE.PLUM.READY-TO-SERVE,42.81,1.04,0.89
SAUCE.PNUT.MADE FROM COCNT.H2O.SUGAR.PNUTS,28.46,6.34,2.02
SAUCE.PNUT.MADE FROM PNUT BUTTER.H2O.SOY SAU,22.02,16.02,6.31
SAUCE.RTS.PEPPER OR HOT,1.75,0.37,0.51
SAUCE.RTS.PEPPER.TABASCO,0.8,0.76,1.29
SAUCE.SALSA.RTS,6.64,0.17,1.52
SAUCE.SALSA.VERDE.RTS,6.36,0.89,1.13
SAUCE.SOFRITO.PREP FROM RECIPE,5.46,18.2,12.8
SAUCE.STEAK.TOMATO BSD,22.04,0.23,1.25
SAUCE.SWT & SOUR.PREPARED-FROM-RECIPE,16.72,0.58,1.84
SAUCE.SWT & SOUR.RTS,38.22,0.02,0.27
SAUCE.TARTAR.RTS,13.3,16.7,1
SAUCE.TERIYAKI.RTS,15.56,0.02,5.93
SAUCE.TERIYAKI.RTS.RED NA,15.58,0.02,5.93
SAUCE.TOMATO CHILI SAU.BTLD.W/SALT,19.79,0.3,2.5
SAUCE.WHITE.THIN.PREPARED-FROM-RECIPE.W/ BUTTER,8.29,2.56,3.95
SAUCE.WORCESTERSHIRE,19.46,0,0
SAUERKRAUT.CND.SOL&LIQUIDS,4.28,0.14,0.91
SAUSAGE  BERLINER  PORK  BF,2.59,17.2,15.27
SAUSAGE  CHICK  BF  PORK  SKINLESS  SMOKED,8.1,14.3,13.6
SAUSAGE  ITALIAN  SWT  LINKS,2.1,8.42,16.13
SAUSAGE  ITALIAN  TURKEY  SMOKED,4.65,8.75,15.05
SAUSAGE  POLISH  BF W/ CHICK  HOT,3.6,19.4,17.6
SAUSAGE  POLISH  PORK & BF  SMOKED,1.98,26.56,12.07
SAUSAGE  PORK & BF  W/ CHEDDAR CHS  SMOKED,2.13,25.84,12.89
SAUSAGE  SMMR  PORK & BF  STKS  W/ CHEDDAR CHS,1.82,37.91,19.43
SAUSAGE  TURKEY  BRKFST LINKS  MILD,1.56,18.09,15.42
SAUSAGE  TURKEY  HOT  SMOKED,4.65,8.75,15.05
SAUSAGE.CHICK OR TURKEY.ITALIAN STYLE.LOWER NA,14.25,4.46,21.43
SAUSAGE.EGG & CHS BRKFST BISCUIT,21.57,22.13,9.54
SAUSAGE.ITALIAN.PORK.CKD,4.27,27.31,19.12
SAUSAGE.ITALIAN.PORK.RAW,0.65,31.33,14.25
SAUSAGE.MEATLESS,8.09,18.16,20.28
SAUSAGE.PORK.TURKEY.& BF.RED NA,0.11,26.79,10.71
SAUSAGE.SMOKED LINK SAUSAGE.PORK & BF,2.42,28.73,12
SAUSAGE.VIENNA.CND.CHICK.BF.PORK,2.6,19.4,10.5
SAVORY.GROUND,68.73,5.91,6.73
SCALLOP.(BAY&SEA).CKD.STMD,5.41,0.84,20.54
SCALLOP.MIXED SPECIES.RAW,3.18,0.49,12.06
SCALLOP.MXD SP.CKD.BREADED&FRIED,10.13,10.94,18.07
SCALLOP.MXD SP.IMITN.MADE FROM SURIMI,10.62,0.41,12.77
SCHAR.GLUTEN-FREE.CLASSIC WHITE ROLLS,50.47,2.65,3.34
SCHAR.GLUTEN-FREE.WHEAT-FREE.CLASSIC WHITE BREAD,46.13,4.47,3.81
SCHIFF.TIGER'S MILK BAR,56.46,14.29,16.8
SCHOOL LUNCH.CHICK NUGGETS.WHL GRAIN BREADED,22.86,12.9,15.67
SCHOOL LUNCH.CHICK PATTY.WHL GRAIN BREADED,12.5,13.93,17.64
SCHOOL LUNCH.PIZZA.BIG DADDY'S 51% WHL TRKY PEP PIZZA.FRZ,27.35,9.33,13.63
"SCHOOL LUNCH.PIZZA.BIG DADDY'S LS 16"" 51% WHL CHS PIZZA.FRZ",27.1,8.81,13.89
SCHOOL LUNCH.PIZZA.CHS TOPPING.THICK CRUST.WHL GRAIN.FRZ.CKD,28.08,9.27,14.62
SCHOOL LUNCH.PIZZA.CHS TOPPING.THIN CRUST.WHL GRAIN.FRZ.CKD,31.31,7.91,12.72
SCHOOL LUNCH.PIZZA.PEPP TOPPING.THICK CRUST.WHL GRN.FRZ.CKD,28.3,9.82,14.35
SCHOOL LUNCH.PIZZA.PEPPI TOPPING.THIN CRUST.WHL GRN.FRZ.CKD,31.24,8.62,12.78
SCHOOL LUNCH.PIZZA.SAUSAGE TOP.THICK CRUST.WHL GRN.FRZ.CKD,30.58,9.07,13.26
SCHOOL LUNCH.PIZZA.SSAGE TOPPING.THIN CRST.WHL GRAIN.FRZ.CKD,32.24,7.83,12.63
SCHOOL LUNCH.PIZZA.TONY'S BRKFST PIZZA SAUSAGE.FRZ,26.99,10.04,10.39
SCHOOL LUNCH.PIZZA.TONY'S SMARTPIZZA PEP PIZZA 50/50 CHS.FRZ,28.84,8.19,12.14
SCHOOL LUNCH.PIZZA.TONY'S SMARTPIZZA PIZZA 50/50 CHS.FRZ,29.27,7.51,12.08
SCRAPPLE.PORK,14.06,13.87,8.06
SCUP.COOKED.DRY HEAT,0,3.5,24.21
SCUP.RAW,0,2.73,18.88
SEA BASS.MXD SP.CKD.DRY HEAT,0,2.56,23.63
SEA BASS.MXD SP.RAW,0,2,18.43
SEA CUCUMBER.YANE (ALASKA NATIVE),0,0.4,13
SEA LION.STELLER.FAT (ALASKA NATIVE),0,94,0.9
SEA LION.STELLER.HEART (ALASKA NATIVE),1,3.3,17
SEA LION.STELLER.KIDNEY (ALASKA NATIVE),1.4,1.7,18.1
SEA LION.STELLER.LIVER (ALASKA NATIVE),0,5,22.9
SEA LION.STELLER.MEAT (ALASKA NATIVE),0,1.88,25.85
SEA LION.STELLER.MEAT W/ FAT (ALASKA NATIVE),5.55,14.65,22.1
SEAL.BEARDED (OOGRUK).MEAT.DRIED (ALASKA NATIVE),0,2.3,82.6
SEAL.BEARDED (OOGRUK).MEAT.DRIED.IN OIL (ALASKA NATIVE),0,25.08,35.31
SEAL.BEARDED (OOGRUK).MEAT.LO QUADRANT.RAW (ALASKA NATIVE),0,10.17,23.63
SEAL.BEARDED (OOGRUK).MEAT.PART DRIED (ALASKA NATIVE),0,2.31,62.38
SEAL.BEARDED (OOGRUK).MEAT.RAW (ALASKA NATIVE),0,0.4,26.7
SEAL.RINGED.LIVER (ALASKA NATIVE),2.9,3.3,18.6
SEAL.RINGED.MEAT (ALASKA NATIVE),0,3.2,28.4
SEASONING MIX.DRY.CHILI.ORIGINAL,56.56,7.3,10.82
SEASONING MIX.DRY.SAZON.CORIANDER & ANNATTO,0,0,0
SEASONING MIX.DRY.TACO.ORIGINAL,58,0,4.5
SEATROUT.MXD SP.CKD.DRY HEAT,0,4.63,21.46
SEATROUT.MXD SP.RAW,0,3.61,16.74
SEAWEED.AGAR.DRIED,80.88,0.3,6.21
SEAWEED.AGAR.RAW,6.75,0.03,0.54
SEAWEED.CANADIAN CULTIVATED EMI-TSUNOMATA.DRY,46.24,1.39,15.34
SEAWEED.CANADIAN CULTIVATED EMI-TSUNOMATA.REHYDRATED,5.62,0.17,1.86
SEAWEED.IRISHMOSS.RAW,12.29,0.16,1.51
SEAWEED.KELP.RAW,9.57,0.56,1.68
SEAWEED.LAVER.RAW,5.11,0.28,5.81
SEAWEED.SPIRULINA.DRIED,23.9,7.72,57.47
SEAWEED.SPIRULINA.RAW,2.42,0.39,5.92
SEAWEED.WAKAME.RAW,9.14,0.64,3.03
SEEDS.BREADNUT TREE SEEDS.DRIED,79.39,1.68,8.62
SEEDS.BREADNUT TREE SEEDS.RAW,46.28,0.99,5.97
SEEDS.FLAXSEED,28.88,42.16,18.29
SEEDS.HEMP SD.HULLED,8.67,48.75,31.56
SEEDS.SUNFLOWER SD KRNLS FROM SHELL.DRY RSTD.W/ SALT ADDED,15.31,49.8,19.33
SEMOLINA.ENRICHED,72.83,1.05,12.68
SEMOLINA.UNENRICHED,72.83,1.05,12.68
SESAME BUTTER.PASTE,24.05,50.87,18.08
SESAME BUTTER.TAHINI.FROM RAW&STONE GROUND KRNLS,26.19,48,17.81
SESAME BUTTER.TAHINI.FROM RSTD&TSTD KRNLS (MOST COMMON TYPE),21.19,53.76,17
SESAME BUTTER.TAHINI.FROM UNROASTED KRNLS,17.89,56.44,17.95
SESAME BUTTER.TAHINI.KRNLS UNSPEC,21.5,53.01,17.4
SESAME FLOUR.HIGH-FAT,26.62,37.1,30.78
SESAME FLOUR.LOW-FAT,35.51,1.75,50.14
SESAME FLR.PART DEFATTED,35.14,11.89,40.32
SESAME MEAL.PART DEFATTED,26.04,48,16.96
SESAME SD KRNLS.DRIED (DECORT),11.73,61.21,20.45
SESAME SD KRNLS.TSTD.W/SALT (DECORT),26.04,48,16.96
SESAME SD KRNLS.TSTD.WO/SALT (DECORT),26.04,48,16.96
SESAME SEEDS.WHL.RSTD&TSTD,25.74,48,16.96
SESAME SEEDS.WHOLE.DRIED,23.45,49.67,17.73
SESAME STKS.WHEAT-BASED.SALTED,46.5,36.7,10.9
SESAME STKS.WHEAT-BASED.UNSALTED,46.5,36.7,10.9
SESBANIA FLOWER.CKD.STMD.W/SALT,5.1,0.05,1.14
SESBANIA FLOWER.CKD.STMD.WO/SALT,5.23,0.05,1.14
SESBANIA FLOWER.RAW,6.73,0.04,1.28
SHAD.AMERICAN.CKD.DRY HEAT,0,17.65,21.71
SHAD.AMERICAN.RAW,0,13.77,16.93
SHAKE.FAST FOOD.VANILLA,19.59,6.52,3.37
SHALLOTS.FREEZE-DRIED,80.7,0.5,12.3
SHALLOTS.RAW,16.8,0.1,2.5
SHARK.MIXED SPECIES.RAW,0,4.51,20.98
SHARK.MXD SP.CKD.BATTER-DIPPED&FRIED,6.39,13.82,18.62
SHEEPSHEAD.CKD.DRY HEAT,0,1.63,26.02
SHEEPSHEAD.RAW,0,2.41,20.21
SHERBET.ORANGE,30.4,2,1.1
SHORTENING BREAD.SOYBN (HYDR)&CTTNSD,0,100,0
SHORTENING CAKE MIX.SOYBN (HYDR)&CTTNSD (HYDR),0,100,0
SHORTENING CONFECTIONERY.COCNT (HYDR)&OR PALM KERNEL (HYDR),0,100,0
SHORTENING FRYING (HVY DUTY).BF TALLOW&CTTNSD,0,100,0
SHORTENING FRYING (HVY DUTY).PALM (HYDR),0,100,0
SHORTENING FRYING HVY DUTY.SOYBN HYDR.LINOLEIC (LESS THAN 1%,0,100,0
SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,0,100,0
SHORTENING INDUSTRIAL.LARD&VEG OIL,0,100,0
SHORTENING INDUSTRIAL.SOYBN (HYDR)&CTTNSD,0,100,0
SHORTENING.CONFECTIONERY.FRACTIONATED PALM,0,100,0
SHORTENING.HOUSEHOLD.LARD&VEG OIL,0,100,0
SHORTENING.HOUSEHOLD.PARTIALLY HYDROG SOYBN -COTTONSEED,0,100,0
SHORTENING.INDUS.SOY (PART HYDR ) FOR BAKING & CONFECTIONS,0,100,0
SHORTENING.INDUS.SOY (PART HYDROG).POURABLE LIQ FRY,0,100,0
SHORTENING.INDUSTRIAL.SOY (PARTIALLY HYDR )&CORN FOR FRYING,0,100,0
SHORTENING.MULTIPURPOSE.SOYBN (HYDR)&PALM (HYDR),0,100,0
SHORTENING.SPL PURPOSE FOR BAKING.SOYBN (HYDR) PALM&CTTNSD,0,100,0
SHORTENING.SPL PURPOSE FOR CAKES&FROSTINGS.SOYBN (HYDR),0,100,0
SHORTENING.VEG.HOUSEHOLD.COMP,0,99.97,0
SHRIMP.MXD SP.CKD.BREADED&FRIED,11.47,12.28,21.39
SHRIMP.MXD SP.CND,0,1.36,20.42
SHRIMP.MXD SP.IMITN.MADE FROM SURIMI,9.13,1.47,12.39
SIDE DISHES.POTATO SALAD,13.53,6.03,1.53
SILK BANANA-STRAWBERRY SOY YOGURT,17.06,1.18,2.35
SILK BLACK CHERRY SOY YOGURT,17.06,1.18,2.35
SILK BLUEBERRY SOY YOGURT,17.06,1.18,2.35
SILK CHAI.SOYMILK,7.82,1.44,2.47
SILK CHOC.SOYMILK,9.47,1.44,2.06
SILK COFFEE.SOYMILK,10.29,1.44,2.06
SILK FRENCH VANILLA CREAMER,20,6.67,0
SILK HAZELNUT CREAMER,20,6.67,0
SILK KEY LIME SOY YOGURT,17.65,1.18,2.35
SILK LT CHOC.SOYMILK,9.05,0.62,2.06
SILK LT PLN.SOYMILK,3.29,0.82,2.47
SILK LT VANILLA.SOYMILK,4.12,0.82,2.47
SILK MOCHA.SOYMILK,9.05,1.44,2.06
SILK NOG.SOYMILK,12.3,1.64,2.46
SILK ORIGINAL CREAMER,6.67,6.67,0
SILK PEACH SOY YOGURT,18.82,1.18,2.35
SILK PLN SOY YOGURT,9.69,1.76,2.64
SILK PLN.SOYMILK,3.29,1.65,2.88
SILK PLUS FIBER.SOYMILK,5.76,1.44,2.47
SILK PLUS FOR BONE HEALTH.SOYMILK,4.53,1.44,2.47
SILK PLUS OMEGA-3 DHA.SOYMILK,3.29,2.06,2.88
SILK RASPBERRY SOY YOGURT,17.65,1.18,2.35
SILK STRAWBERRY SOY YOGURT,18.24,1.18,2.35
SILK UNSWTND.SOYMILK,1.65,1.65,2.88
SILK VANILLA SOY YOGURT (FAMILY SIZE),13.66,1.76,2.64
SILK VANILLA SOY YOGURT (SINGLE SERVING SIZE),14.71,1.76,2.94
SILK VANILLA.SOYMILK,4.12,1.44,2.47
SILK VERY VANILLA.SOYMILK,7.82,1.65,2.47
SISYMBRIUM SP. SEEDS.WHL.DRIED,58.26,4.6,12.14
SMART SOUP.FRENCH LENTIL,9.5,1.06,2.9
SMART SOUP.GREEK MINESTRONE,8.4,0.53,1.7
SMART SOUP.INDIAN BEAN MASALA,10.5,0.88,3.3
SMART SOUP.MOROCCAN CHICK PEA,9.7,1.06,2
SMART SOUP.SANTA FE CORN CHOWDER,11.2,0.71,2
SMART SOUP.THAI COCNT CURRY,6.5,1.06,0.8
SMART SOUP.VIETNAMESE CARROT LEMONGRASS,8.2,1.06,1.3
SMELT.DRIED (ALASKA NATIVE),0,17.9,56.19
SMELT.RAINBOW.CKD.DRY HEAT,0,3.1,22.6
SMELT.RAINBOW.RAW,0,2.42,17.63
SMOKED LINK SAUSAGE.PORK,0.94,28.23,11.98
SMOKED LINK SAUSAGE.PORK&BF.NONFAT DRY MILK,1.92,27.61,13.28
Snac. grano bar. GENER MILLS NATURE VALL. SWE&SAL NUT. peanu,61.14,22.86,9.14
Snac. grano bar. GENER MILLS. NATUR VALLE. CHEWY TRAIL MIX,72.27,11.43,5.71
Snack. Mixed Berry Bar,58.84,10.53,13.16
SNACK.BALANCE.ORIGINAL BAR,48.73,12,28
Snack.gran bar.GENERAL MILLS. NATURE VALLEY. w yogu coati,74.29,11.43,5.71
SNACK.PRETZEL.HARD CHOC COATD,70.07,17.64,7.05
Snacks. brown rice chips,81.5,2.8,8.2
Snacks. CLIF BAR. mixed flavors,65.44,5.88,14.71
Snacks. granola bar. QUAKER. DIPPS. all flavors,64.96,20.42,7.52
Snacks. potato chips. fr dried potatoes. multigrain,65.34,24.74,5.3
Snacks. tortilla chips. nacho cheese,60.81,27.42,7.36
SNACKS.BAGEL CHIPS.PLN,66.36,15.14,12.34
SNACKS.BF STKS.SMOKED,5.4,49.6,21.5
SNACKS.CANDY BITS.YOGURT COVERED W/ VIT C,86.9,7.5,0
SNACKS.CANDY ROLLS.YOGURT-COVERED.FRUIT FLAV W/ HI VIT C,74.64,6.53,0.46
SNACKS.CORN-BASE.EXTRUD.CHIPS.BARBECUE-FLAVOR.W/ENR MASA FLR,56.2,32.7,7
SNACKS.CORN-BASED.EXTRDD.PUFFS OR TWISTS.CHEESE-FLAVOR.UNENR,54.1,35.76,5.76
SNACKS.CORN-BASED.EXTRUDED.CHIPS.PLN,56.9,33.36,6.17
SNACKS.CORN-BASED.EXTRUDED.CHIPS.UNSALTED,57.4,33.4,6.6
SNACKS.CORN-BASED.EXTRUDED.ONION-FLAVOR,65.1,22.6,7.7
SNACKS.FARLEY CANDY.FARLEY FRUIT SNACKS.W/VITAMINS A.C.&E,80.9,0,4.4
SNACKS.FRITOLAY.SUNCHIPS.MULTIGRAIN SNACK.ORIGINAL FLAVOR,67.26,21.11,7.95
SNACKS.FRITOLAY.SUNCHIPS.MULTIGRAIN.FRENCH ONION FLAVOR,65.49,22.15,8.68
SNACKS.FRITOLAY.SUNCHIPS.MULTIGRAIN.HARVEST CHEDDAR,64.7,22.22,8.08
SNACKS.FRUIT LEATHER.PIECES.W/VIT C,85.2,3.5,0.1
SNACKS.GENERAL MILLS.BETTY CROCKER FRT RL UPS.BRY FLV.W/VT C,85.2,3.5,0.1
SNACKS.GENERAL MILLS.CHEX MIX.TRADITIONAL FLAVOR,75.69,10,8.83
SNACKS.GRANOLA BAR.CHEWY.RED SUGAR.ALL FLAVORS,69.4,12.5,5.55
SNACKS.GRANOLA BAR.FRUIT-FILLED.NONFAT,77.6,0.9,5.9
SNACKS.GRANOLA BAR.KASHI GOLEAN.CHEWY.MXD FLAVORS,63.42,7.69,16.67
SNACKS.GRANOLA BAR.KASHI GOLEAN.CRUNCHY.MXD FLAVORS,59.58,9.23,17.88
SNACKS.GRANOLA BAR.KASHI TLC BAR.CHEWY.MXD FLAVORS,53.26,15.71,18.57
SNACKS.GRANOLA BAR.KASHI TLC BAR.CRUNCHY.MXD FLAVORS,62.78,15,15
SNACKS.GRANOLA BAR.QUAKER.CHEWY.90 CAL BAR,79.17,8.33,4.17
SNACKS.GRANOLA BARS.QUAKER OATMEAL TO GO.ALL FLAVORS,75.47,6.67,6.67
SNACKS.GRANOLA BARS.SOFT.ALMOND.CONFECTIONERS COATING,60.13,20,8.6
SNACKS.GRANOLA BITES.MXD FLAVORS,66.27,17.5,7.17
SNACKS.KELLOGG.KELLOGG'S RICE KRISPIES TREATS SQUARES,80.5,9,3.4
SNACKS.KELLOGG'S LOFAT GRANOLA BAR.CRUNCHY ALMD/BRN SUGAR,78,7.4,8
SNACKS.KELLOGG'S.NUTRI-GRAIN CRL BARS.FRUIT,67.61,8.67,4.22
SNACKS.M&M MARS.COMBOS SNACKS CHEDDAR CHS PRETZEL,66.5,16.92,9.85
SNACKS.M&M MARS.KUDOS WHL GRAIN BAR.M&M'S MILK CHOC,73.01,11.95,3.78
